measurement_time	Y	X	Z
6716645106770545664	0.733185	0.510925	0.134583
6716645129211749376	0.731628	0.510529	0.134491
6716645152022321152	0.733215	0.51004	0.134583
6716645174381920256	0.732056	0.509766	0.13443
6716645197347110912	0.734406	0.51358	0.134369
6716645219736775680	0.733246	0.513947	0.13443
6716645242023360512	0.73114	0.510162	0.134583
6716645263983527936	0.731232	0.509399	0.134644
6716645286394668032	0.73175	0.509735	0.134583
6716645308256051200	0.732697	0.510895	0.134491
6716645330770270208	0.731476	0.509705	0.134644
6716645353357502464	0.731873	0.510071	0.134613
6716645377151622144	0.732025	0.511719	0.134552
6716645400039502848	0.731262	0.510986	0.134491
6716645422416281600	0.730408	0.509644	0.134521
6716645445033579520	0.731232	0.510406	0.13446
6716645467771137024	0.732147	0.509613	0.134521
6716645489452131328	0.735657	0.513794	0.13443
6716645512365782016	0.732239	0.5112	0.134583
6716645534540698624	0.731415	0.510956	0.13446
6716645557471528960	0.732635	0.510498	0.134552
6716645580075941888	0.730286	0.507904	0.134613
6716645602328167424	0.731873	0.510803	0.134552
6716645625241817088	0.733368	0.511047	0.13443
6716645647781806080	0.733276	0.510498	0.134766
6716645670175765504	0.732758	0.510498	0.134644
6716645692616969216	0.732849	0.51062	0.134613
6716645715496260608	0.734772	0.513458	0.134369
6716645737864450048	0.73288	0.511078	0.13446
6716645760215459840	0.733521	0.512115	0.134338
6716645782712498176	0.732422	0.512604	0.13443
6716645805497299968	0.733063	0.510834	0.134583
6716645827899849728	0.733948	0.512695	0.134338
6716645850590161920	0.732849	0.5112	0.134583
6716645873370668032	0.731781	0.510468	0.134735
6716645895519814656	0.734009	0.513702	0.134369
6716645918463529984	0.732971	0.511353	0.134552
6716645940831719424	0.734009	0.509613	0.13446
6716645964101852160	0.733459	0.511658	0.134613
6716645985885926400	0.735565	0.512848	0.13446
6716646008438799360	0.73288	0.510986	0.134766
6716646031189241856	0.734802	0.513977	0.13446
6716646053458647040	0.734314	0.513733	0.134399
6716646076028699648	0.73291	0.511078	0.134583
6716646099084084224	0.733368	0.51062	0.134583
6716646121765807104	0.731995	0.510956	0.134552
6716646143953607680	0.731812	0.510254	0.134521
6716646166459236352	0.735107	0.514801	0.13443
6716646188926210048	0.732452	0.511017	0.13446
6716646211449019392	0.73288	0.510651	0.134521
6716646234397029376	0.730835	0.507141	0.134674
6716646256580535296	0.730713	0.510498	0.134552
6716646279691754496	0.72995	0.510864	0.134521
6716646301896734720	0.731689	0.50882	0.134613
6716646324574162944	0.732269	0.511658	0.134644
6716646347118445568	0.730652	0.506317	0.134552
6716646369645549568	0.730896	0.506104	0.134644
6716646392138293248	0.729797	0.507721	0.134674
6716646414673986560	0.732788	0.511658	0.134552
6716646435826700288	0.734802	0.512878	0.134399
6716646458396753920	0.733063	0.510712	0.134644
6716646481430663168	0.735168	0.512848	0.134399
6716646503764493312	0.731995	0.510254	0.134521
6716646526308775936	0.733337	0.511536	0.134521
6716646548947549184	0.733307	0.511353	0.134521
6716646571667926016	0.735565	0.51413	0.134521
6716646594487087104	0.733795	0.510773	0.134552
6716646616958356480	0.733856	0.511993	0.134674
6716646639674438656	0.73465	0.510895	0.134613
6716646662055513088	0.732941	0.510742	0.13443
6716646684788774912	0.733124	0.509796	0.134491
6716646707414662144	0.733704	0.51236	0.13446
6716646729997600768	0.733307	0.510223	0.13446
6716646752511818752	0.733246	0.511932	0.13446
6716646775030332416	0.731934	0.511383	0.134766
6716646796732802048	0.731903	0.510437	0.134521
6716646819208366080	0.733307	0.512482	0.134583
6716646841915857920	0.732941	0.514343	0.134338
6716646864395716608	0.733459	0.509186	0.134674
6716646887442511872	0.732025	0.508698	0.134583
6716646909823586304	0.733429	0.510132	0.134521
6716646932380753920	0.731415	0.510468	0.134521
6716646955118311424	0.732483	0.511139	0.134552
6716646977898817536	0.733246	0.511841	0.134521
6716647000331431936	0.73291	0.509338	0.134552
6716647022686736384	0.734741	0.512726	0.13446
6716647045819430912	0.73465	0.512268	0.134521
6716647067925626880	0.732208	0.509674	0.134521
6716647090757672960	0.732147	0.51004	0.134705
6716647113430805504	0.732452	0.509033	0.134674
6716647135897779200	0.73111	0.509979	0.134521
6716647159541574656	0.732849	0.510651	0.134613
6716647181991368704	0.732758	0.514099	0.13446
6716647204565716992	0.732697	0.51413	0.13446
6716647227195899904	0.731476	0.510559	0.13446
6716647249662873600	0.734528	0.513824	0.13443
6716647272559343616	0.731049	0.50882	0.134674
6716647294798685184	0.732391	0.512177	0.134766
6716647317690860544	0.733673	0.512573	0.134399
6716647340432712704	0.733307	0.5112	0.134613
6716647362826672128	0.73172	0.510223	0.13443
6716647385358069760	0.733826	0.513885	0.134491
6716647408095627264	0.730713	0.510498	0.134491
6716647430266248192	0.733002	0.512115	0.134552
6716647453128358912	0.733307	0.513489	0.134491
6716647475518023680	0.731445	0.510681	0.134705
6716647498015062016	0.734131	0.511627	0.134735
6716647520615180288	0.732544	0.510773	0.134491
6716647543507355648	0.731659	0.510193	0.13446
6716647565836891136	0.731262	0.50885	0.134521
6716647588303864832	0.731049	0.506927	0.134644
6716647610792313856	0.732452	0.512329	0.13443
6716647632700941312	0.734192	0.513428	0.134369
6716647655206569984	0.732666	0.509247	0.13443
6716647677501745152	0.731598	0.509979	0.134399
6716647700548540416	0.730682	0.507507	0.134552
6716647722676211712	0.731659	0.511444	0.134552
6716647745349344256	0.732452	0.507568	0.134827
6716647767949461504	0.73288	0.509888	0.134491
6716647790536694784	0.732971	0.510345	0.134521
6716647813214121984	0.733459	0.509247	0.134735
6716647835792764928	0.731262	0.510284	0.134644
6716647858465897472	0.729187	0.507416	0.134552
6716647881276469248	0.731201	0.506439	0.134674
6716647903674723328	0.730988	0.511078	0.134583
6716647926313496576	0.733459	0.511444	0.134399
6716647948668801024	0.732208	0.511169	0.134644
6716647971539502080	0.730957	0.508331	0.134766
6716647994096669696	0.732422	0.509857	0.134491
6716648017057564672	0.732086	0.510406	0.134583
6716648039262545920	0.730255	0.508728	0.134674
6716648061879843840	0.729553	0.508514	0.134583
6716648084316752896	0.729462	0.510101	0.134674
6716648106878216192	0.730957	0.510437	0.134552
6716648129383844864	0.732239	0.510925	0.134613
6716648151657544704	0.732025	0.509918	0.134705
6716648174111634432	0.731628	0.512238	0.134369
6716648196591493120	0.732117	0.512604	0.134399
6716648219294690304	0.732361	0.510742	0.134491
6716648241929167872	0.729218	0.510071	0.13443
6716648264421911552	0.733734	0.513	0.134399
6716648287069274112	0.735779	0.511841	0.134583
6716648309484708864	0.731354	0.510193	0.134491
6716648331865783296	0.731293	0.50946	0.134583
6716648354543210496	0.735016	0.51297	0.13443
6716648377066018816	0.733734	0.513	0.134521
6716648399567352832	0.732513	0.513733	0.13446
6716648422347858944	0.7341	0.513672	0.13446
6716648444784768000	0.734467	0.512726	0.134277
6716648467552390144	0.733215	0.509949	0.134613
6716648490062313472	0.73053	0.50827	0.134644
6716648511412595712	0.732025	0.509125	0.134552
6716648533965468672	0.730377	0.507812	0.134644
6716648556419558400	0.730774	0.508209	0.134521
6716648579032560640	0.732361	0.510712	0.13443
6716648600584707072	0.732086	0.511505	0.134583
6716648622987255808	0.732666	0.50946	0.134521
6716648645424165888	0.729706	0.507599	0.134613
6716648668251916288	0.731995	0.509827	0.134521
6716648690542796800	0.731567	0.511047	0.134674
6716648713559526400	0.731293	0.508087	0.134766
6716648735777392640	0.731354	0.511169	0.134613
6716648758257251328	0.730286	0.507629	0.134705
6716648780870253568	0.730164	0.509918	0.134766
6716648803431716864	0.731873	0.50943	0.13443
6716648825993180160	0.731598	0.511719	0.134613
6716648848481629184	0.731262	0.510468	0.134491
6716648871489769472	0.733185	0.511902	0.134644
6716648893849368576	0.73291	0.509949	0.134552
6716648916303458304	0.733856	0.51358	0.134399
6716648938899280896	0.731873	0.510254	0.13446
6716648961280355328	0.733337	0.51059	0.134674
6716648983932012544	0.731812	0.510132	0.134583
6716649006656685056	0.731476	0.509369	0.134735
6716649029261097984	0.732117	0.511353	0.134399
6716649051783906304	0.732269	0.510864	0.134827
6716649074255174656	0.73172	0.510254	0.134521
6716649097125875712	0.732025	0.51059	0.134521
6716649119412461568	0.734497	0.514008	0.13443
6716649141243780096	0.731323	0.509735	0.13443
6716649163418695680	0.732269	0.509766	0.134491
6716649186083238912	0.731598	0.511627	0.13443
6716649208176549888	0.730225	0.511444	0.134552
6716649230969942016	0.72821	0.507172	0.134583
6716649253174922240	0.731567	0.51001	0.134644
6716649275830875136	0.729034	0.509399	0.134613
6716649298830425088	0.731384	0.510986	0.134705
6716649321293104128	0.733612	0.513458	0.134491
6716649343858862080	0.732574	0.508636	0.134705
6716649366819757056	0.732635	0.510895	0.13446
6716649389157881856	0.735046	0.513733	0.134552
6716649411895439360	0.733063	0.512024	0.134552
6716649434371003392	0.732117	0.509857	0.134521
6716649456962531328	0.733521	0.514008	0.134491
6716649479622778880	0.733154	0.51004	0.134521
6716649502162766848	0.73114	0.508698	0.134552
6716649525110776832	0.733948	0.513885	0.134399
6716649547504736256	0.730896	0.507507	0.134552
6716649570010364928	0.732361	0.511719	0.134491
6716649592735037440	0.730743	0.51123	0.134552
6716649615253551104	0.72998	0.50766	0.134705
6716649637913797632	0.73172	0.510773	0.134583
6716649661020722176	0.731842	0.509949	0.134521
6716649683234292736	0.73114	0.509827	0.134399
6716649705761396736	0.733307	0.51239	0.134338
6716649728473183232	0.7341	0.512573	0.134399
6716649751116251136	0.733154	0.512451	0.134583
6716649773591815168	0.731018	0.509003	0.134583
6716649796320782336	0.732666	0.511414	0.134674
6716649819182893056	0.731873	0.51123	0.13446
6716649841602622464	0.732727	0.513641	0.134308
6716649864048120832	0.731934	0.510193	0.134552
6716649887215174656	0.73291	0.511017	0.134552
6716649909295601664	0.731415	0.509247	0.13446
6716649932338101248	0.729492	0.507599	0.134613
6716649954491542528	0.732391	0.510345	0.134491
6716649977658596352	0.733032	0.510864	0.134613
6716649999704663040	0.734833	0.514679	0.13443
6716650022562479104	0.732483	0.511719	0.134552
6716650045222726656	0.731903	0.509064	0.134552
6716650067530786816	0.734283	0.512665	0.134552
6716650090276933632	0.7323	0.511932	0.134552
6716650112954360832	0.733063	0.514648	0.13446
6716650135563068416	0.733948	0.510681	0.134766
6716650158038632448	0.732208	0.511078	0.13443
6716650180892153856	0.731628	0.510101	0.134491
6716650203719905280	0.732117	0.510742	0.134674
6716650226358677504	0.731873	0.509949	0.134552
6716650248791291904	0.733429	0.511017	0.13446
6716650271314100224	0.734467	0.513733	0.13443
6716650293879858176	0.732056	0.510651	0.134583
6716650316699019264	0.732788	0.515198	0.13443
6716650339161698304	0.732391	0.511322	0.134491
6716650361774701568	0.733093	0.512787	0.134399
6716650384164365312	0.732819	0.510651	0.134552
6716650406584094720	0.733215	0.513672	0.134277
6716650429983077376	0.73233	0.510406	0.134491
6716650452505885696	0.731232	0.511414	0.134308
6716650474401629184	0.730103	0.507751	0.134552
6716650497207905280	0.730255	0.507843	0.134552
6716650519683469312	0.731445	0.507568	0.134766
6716650542313651200	0.731506	0.510376	0.134277
6716650564862229504	0.733734	0.512177	0.134521
6716650587290549248	0.733795	0.511414	0.134552
6716650610182724608	0.733398	0.511658	0.134674
6716650632370526208	0.736267	0.513916	0.134369
6716650655365780480	0.733215	0.509735	0.134491
6716650677837049856	0.732147	0.509552	0.134308
6716650700604670976	0.732971	0.510498	0.13446
6716650723118889984	0.730682	0.510742	0.134521
6716650746036835328	0.73291	0.511658	0.13446
6716650768392139776	0.731781	0.510895	0.13443
6716650790657250304	0.732452	0.510864	0.134583
6716650813274548224	0.730133	0.511139	0.134552
6716650836016400384	0.733398	0.512787	0.134583
6716650858805496832	0.732025	0.511475	0.134705
6716650880894513152	0.734863	0.513641	0.134338
6716650904297790464	0.731445	0.512024	0.134583
6716650926013145088	0.732086	0.511139	0.134552
6716650948870961152	0.729645	0.506989	0.134796
6716650971131776000	0.730896	0.510376	0.134521
6716650993976707072	0.732361	0.510529	0.134491
6716651016624069632	0.730377	0.508209	0.134613
6716651039155468288	0.731171	0.511627	0.134552
6716651061983219712	0.728851	0.507172	0.134521
6716651084119481344	0.730408	0.509583	0.134583
6716651106762548224	0.733002	0.511719	0.134399
6716651129216637952	0.732086	0.510834	0.134552
6716651152306381824	0.730804	0.510406	0.134491
6716651175086887936	0.73114	0.511078	0.134491
6716651197253214208	0.730438	0.511139	0.134552
6716651220063785984	0.732635	0.508087	0.134521
6716651242625249280	0.733215	0.511414	0.134735
6716651266024230912	0.731293	0.511383	0.134613
6716651287894204416	0.73172	0.509949	0.134521
6716651310270984192	0.730255	0.509216	0.134644
6716651333218994176	0.731262	0.510376	0.134369
6716651355956550656	0.732086	0.513458	0.134277
6716651378191596544	0.731598	0.511108	0.13443
6716651401066592256	0.731537	0.510071	0.134613
6716651423671005184	0.734222	0.513306	0.134247
6716651446000540672	0.730042	0.507324	0.134644
6716651468991500288	0.731873	0.511353	0.134552
6716651491321035776	0.733643	0.511932	0.134644
6716651514496678912	0.729431	0.506531	0.134521
6716651536873458688	0.731171	0.510986	0.134521
6716651558485734400	0.731812	0.511322	0.134491
6716651580995657728	0.732605	0.510742	0.134521
6716651604398934016	0.733154	0.514557	0.134399
6716651626492246016	0.731628	0.511993	0.13446
6716651648838961152	0.733124	0.512451	0.134399
6716651671456259072	0.733398	0.514404	0.134277
6716651694137980928	0.72995	0.507629	0.134583
6716651717064516608	0.732117	0.510925	0.13443
6716651739527195648	0.734039	0.511444	0.13446
6716651762363536384	0.731323	0.51178	0.134583
6716651784727431168	0.732361	0.512299	0.134552
6716651806932412416	0.732605	0.511871	0.134552
6716651828729371648	0.730408	0.507446	0.134583
6716651851574302720	0.731842	0.510437	0.134644
6716651873525879808	0.733978	0.512909	0.134308
6716651896366516224	0.730682	0.51059	0.13446
6716651918687461376	0.72998	0.510162	0.134583
6716651941850219520	0.731659	0.512146	0.134521
6716651964162575360	0.730347	0.50705	0.134613
6716651986633843712	0.729401	0.511047	0.13443
6716652009070752768	0.729431	0.507965	0.134583
6716652032551339008	0.729248	0.508942	0.134613
6716652054541572096	0.732056	0.510986	0.13446
6716652077244769280	0.730072	0.510071	0.134521
6716652099746102272	0.73175	0.511383	0.134491
6716652122780012544	0.732697	0.513489	0.13443
6716652144942043136	0.732941	0.509918	0.134552
6716652167129844736	0.732483	0.511078	0.13443
6716652189158731776	0.730896	0.510315	0.134399
6716652211136078848	0.732452	0.511353	0.134491
6716652233800622080	0.731018	0.509949	0.134521
6716652256280480768	0.7323	0.510895	0.13443
6716652279395994624	0.731659	0.510223	0.134491
6716652301794248704	0.733368	0.512665	0.13446
6716652323810251776	0.732574	0.511475	0.134552
6716652346947239936	0.730408	0.508026	0.134644
6716652369298249728	0.731567	0.50943	0.134308
6716652392095936512	0.732941	0.510895	0.134369
6716652414597270528	0.733063	0.511566	0.134399
6716652437090014208	0.733063	0.513794	0.134399
6716652459612822528	0.730042	0.509827	0.13446
6716652482414803968	0.731018	0.507568	0.134613
6716652505324158976	0.732849	0.510254	0.134491
6716652527868442624	0.732788	0.51474	0.134491
6716652550421315584	0.731476	0.511047	0.13443
6716652572553282560	0.731598	0.509918	0.134491
6716652594973011968	0.730591	0.510529	0.134491
6716652618144360448	0.730865	0.508423	0.134613
6716652640534024192	0.730835	0.510925	0.13443
6716652662996703232	0.731476	0.507965	0.134583
6716652685545281536	0.73172	0.509033	0.13446
6716652708119629824	0.729889	0.507263	0.134552
6716652730689683456	0.733673	0.51178	0.134399
6716652753487369216	0.730469	0.509033	0.134552
6716652776413904896	0.731506	0.510681	0.13446
6716652798412727296	0.732574	0.507843	0.134613
6716652821090154496	0.732056	0.506439	0.134613
6716652843776172032	0.732178	0.511108	0.13443
6716652866586743808	0.735046	0.512543	0.134308
6716652889212631040	0.733765	0.510773	0.134552
6716652912216475648	0.732208	0.510498	0.134491
6716652934954033152	0.732544	0.510284	0.13443
6716652957064524800	0.731049	0.507812	0.13443
6716652979497138176	0.736023	0.51413	0.13446
6716653002041421824	0.733124	0.511139	0.134552
6716653024491215872	0.730927	0.510345	0.134552
6716653047619614720	0.730682	0.508789	0.134705
6716653069695747072	0.734497	0.514313	0.13443
6716653092338813952	0.732941	0.512115	0.134308
6716653115235284992	0.732147	0.511658	0.134521
6716653137650719744	0.731293	0.5065	0.134674
6716653160109103104	0.731903	0.510651	0.13446
6716653183065703424	0.731598	0.510773	0.13443
6716653205249209344	0.732635	0.51181	0.134399
6716653227806377984	0.73233	0.510864	0.134552
6716653250578294784	0.730743	0.510315	0.134552
6716653273113988096	0.731293	0.511688	0.134552
6716653295825774592	0.733063	0.51059	0.134552
6716653318443072512	0.731995	0.511536	0.134491
6716653340961586176	0.733551	0.512085	0.134583
6716653363437150208	0.732361	0.511078	0.134552
6716653386252016640	0.73288	0.512299	0.134674
6716653409002458112	0.732086	0.509827	0.134583
6716653431757195264	0.731354	0.510345	0.134766
6716653453902046208	0.733124	0.512207	0.134552
6716653476364725248	0.733734	0.511993	0.134491
6716653498994908160	0.732758	0.511475	0.13443
6716653521083924480	0.73291	0.510773	0.134613
6716653543091337216	0.731873	0.511292	0.134552
6716653565974923264	0.731567	0.511475	0.13446
6716653588858508288	0.730835	0.510132	0.134491
6716653611080669184	0.7323	0.511383	0.134491
6716653633508988928	0.733063	0.510773	0.134705
6716653656366804992	0.732788	0.511566	0.134674
6716653678631915520	0.73584	0.513885	0.134644
6716653701030169600	0.733673	0.513153	0.134613
6716653724046899200	0.733063	0.511658	0.134674
6716653746165981184	0.732239	0.511963	0.134766
6716653769637977088	0.733002	0.513611	0.134705
6716653791744174080	0.734894	0.51413	0.134491
6716653814438780928	0.734161	0.512054	0.134766
6716653836514913280	0.734924	0.513184	0.134674
6716653859304009728	0.732361	0.508698	0.134674
6716653881723739136	0.732147	0.512024	0.134583
6716653904250842112	0.732788	0.510284	0.134644
6716653927074297856	0.731873	0.511078	0.134491
6716653949859099648	0.731598	0.510956	0.134491
6716653972321778688	0.732727	0.513245	0.134705
6716653994565414912	0.730835	0.511505	0.13443
6716654017479064576	0.734802	0.513367	0.134766
6716654040006168576	0.732452	0.509521	0.134705
6716654062344293376	0.733704	0.510895	0.134735
6716654085240764416	0.730988	0.509613	0.134613
6716654107574593536	0.732697	0.510773	0.134644
6716654130866201600	0.734375	0.514343	0.134399
6716654153079772160	0.735077	0.513702	0.134399
6716654175246098432	0.733765	0.510406	0.134644
6716654197730252800	0.731995	0.511414	0.134583
6716654220755571712	0.734528	0.512115	0.134399
6716654243304150016	0.730347	0.507843	0.134888
6716654265590735872	0.73056	0.510803	0.134521
6716654289200171008	0.734467	0.515411	0.134583
6716654310894050304	0.732727	0.510712	0.134674
6716654333820585984	0.733246	0.511292	0.134766
6716654355965437952	0.733246	0.510498	0.134552
6716654378767419392	0.733154	0.513184	0.134613
6716654401217213440	0.730957	0.510864	0.134705
6716654423155905536	0.732178	0.510773	0.134583
6716654445433901056	0.732727	0.51062	0.134735
6716654468008249344	0.732208	0.510345	0.134644
6716654490836000768	0.729156	0.509186	0.134735
6716654513272909824	0.731079	0.509064	0.134796
6716654536104955904	0.730591	0.507935	0.134857
6716654558430195712	0.732025	0.511047	0.134613
6716654581047493632	0.733154	0.51062	0.134705
6716654603754985472	0.733856	0.512848	0.134369
6716654626075930624	0.733826	0.513519	0.134521
6716654648701818880	0.731079	0.510406	0.134674
6716654671473734656	0.731171	0.510559	0.134521
6716654694692328448	0.72937	0.508331	0.134674
6716654717069108224	0.733398	0.512573	0.134644
6716654739931218944	0.732178	0.51059	0.134735
6716654762269343744	0.733673	0.512299	0.134613
6716654785041260544	0.731903	0.510468	0.134552
6716654807645673472	0.733856	0.512268	0.13443
6716654829936553984	0.731476	0.512299	0.134399
6716654852540965888	0.731537	0.510101	0.134552
6716654873710860288	0.729919	0.509125	0.134583
6716654896895093760	0.731628	0.511902	0.134705
6716654919555341312	0.729218	0.509888	0.134888
6716654941567048704	0.732117	0.510559	0.134674
6716654964012547072	0.732086	0.510559	0.134583
6716654986805939200	0.734375	0.514465	0.134491
6716655009449007104	0.731995	0.510529	0.134644
6716655031860146176	0.730988	0.511322	0.134613
6716655054370069504	0.731415	0.512238	0.134613
6716655077180641280	0.733734	0.514557	0.134521
6716655099617550336	0.731934	0.509979	0.134583
6716655122239142912	0.733368	0.51416	0.134552
6716655145058304000	0.731384	0.510315	0.134491
6716655167976249344	0.732849	0.510712	0.134766
6716655190426043392	0.731934	0.510468	0.134613
6716655213481427968	0.733246	0.514801	0.134521
6716655235626278912	0.734619	0.513	0.13446
6716655258535634944	0.731293	0.5112	0.134735
6716655280706255872	0.730042	0.507416	0.134674
6716655304113827840	0.733337	0.512177	0.134735
6716655326142714880	0.734619	0.511444	0.134583
6716655348850206720	0.732483	0.510498	0.134735
6716655372180469760	0.731598	0.509369	0.134552
6716655393728320512	0.733826	0.51416	0.134521
6716655416710690816	0.73468	0.512878	0.134644
6716655439293628416	0.73465	0.514374	0.134613
6716655462082724864	0.731506	0.511505	0.134613
6716655484476684288	0.733215	0.511871	0.134705
6716655507557838848	0.731049	0.510162	0.134827
6716655529938913280	0.732269	0.507965	0.134888
6716655552298513408	0.731506	0.510956	0.134644
6716655574752602112	0.731201	0.509766	0.134583
6716655597588942848	0.731415	0.510742	0.134674
6716655620326500352	0.732605	0.509796	0.134796
6716655642548661248	0.733032	0.511444	0.134644
6716655664994159616	0.732086	0.511871	0.134705
6716655686666564608	0.73288	0.510742	0.13446
6716655709575920640	0.733124	0.512756	0.134613
6716655731548973056	0.731873	0.511017	0.134552
6716655754015946752	0.733459	0.511688	0.134552
6716655776873762816	0.732086	0.509827	0.134552
6716655799199002624	0.733002	0.509766	0.13443
6716655822022459392	0.73526	0.513733	0.134705
6716655844734245888	0.735168	0.512878	0.13443
6716655867918479360	0.730957	0.508331	0.134857
6716655890175000576	0.732819	0.514099	0.134552
6716655912680629248	0.73233	0.51181	0.13446
6716655935516969984	0.733917	0.513031	0.134796
6716655957777785856	0.733459	0.510773	0.134644
6716655981150997504	0.730377	0.5065	0.134674
6716656003201359872	0.730164	0.508972	0.134644
6716656025956096000	0.732422	0.510315	0.134583
6716656048685063168	0.732147	0.508453	0.134888
6716656071203576832	0.732513	0.510437	0.134583
6716656093713500160	0.734222	0.513733	0.134552
6716656116618561536	0.74765	0.512573	0.134674
6716656139283103744	0.731903	0.510895	0.134491
6716656161921875968	0.731995	0.510345	0.134583
6716656184779692032	0.731934	0.510101	0.134705
6716656206907363328	0.732452	0.509491	0.134796
6716656229563316224	0.731934	0.509735	0.134766
6716656252219268096	0.730591	0.510925	0.134705
6716656274587458560	0.7323	0.511597	0.134521
6716656296947057664	0.733002	0.513397	0.134338
6716656319362492416	0.732422	0.511353	0.134674
6716656342525250560	0.730438	0.510223	0.134613
6716656364558433280	0.731506	0.511261	0.134644
6716656387343235072	0.731506	0.510559	0.134521
6716656410514583552	0.733734	0.514008	0.134613
6716656432637960192	0.73233	0.511993	0.134705
6716656455409875968	0.732513	0.512054	0.134796
6716656477889734656	0.732269	0.511353	0.134766
6716656500738961408	0.731506	0.510712	0.134644
6716656522939646976	0.732788	0.51062	0.134674
6716656545952081920	0.73056	0.509125	0.134796
6716656568633803776	0.730011	0.508087	0.134644
6716656590684166144	0.732239	0.510284	0.134583
6716656612116052992	0.731812	0.511688	0.134735
6716656634853609472	0.729706	0.506653	0.134735
6716656657067181056	0.730377	0.510132	0.134613
6716656679624348672	0.73233	0.510223	0.134644
6716656702288891904	0.731384	0.51004	0.134796
6716656724631311360	0.732391	0.510651	0.134552
6716656747480537088	0.731079	0.511383	0.134552
6716656770093540352	0.733521	0.513031	0.13446
6716656792891226112	0.730988	0.511047	0.134644
6716656814765495296	0.72995	0.509369	0.134674
6716656837520231424	0.730835	0.510956	0.134613
6716656859845472256	0.730469	0.508179	0.134766
6716656882716172288	0.728699	0.508453	0.134766
6716656905599758336	0.729645	0.508972	0.134705
6716656928195580928	0.732544	0.513641	0.134399
6716656950082735104	0.732269	0.509796	0.134521
6716656973146708992	0.731628	0.511261	0.134491
6716656995742531584	0.731659	0.512543	0.134521
6716657018480089088	0.731506	0.511536	0.134613
6716657041303544832	0.731323	0.510742	0.134735
6716657063560066048	0.730927	0.511169	0.134583
6716657085846650880	0.731628	0.511017	0.134613
6716657109713783808	0.732513	0.511078	0.134827
6716657131442023424	0.733704	0.514252	0.134583
6716657153745788928	0.730591	0.511627	0.134796
6716657176169812992	0.73233	0.511963	0.134644
6716657198752751616	0.732544	0.512207	0.134491
6716657220519645184	0.734283	0.513367	0.13446
6716657243081108480	0.731842	0.512817	0.13443
6716657265655456768	0.730591	0.511871	0.13443
6716657288539042816	0.729858	0.511047	0.134644
6716657310898641920	0.729797	0.507965	0.134674
6716657333430040576	0.733215	0.510406	0.134552
6716657355111035904	0.733978	0.509918	0.134613
6716657376976713728	0.733185	0.510132	0.134644
6716657399289069568	0.732086	0.510895	0.134705
6716657421764632576	0.732178	0.511414	0.134705
6716657444034038784	0.732056	0.510956	0.134796
6716657466840314880	0.733063	0.511078	0.134674
6716657489530627072	0.730835	0.509003	0.134705
6716657511812917248	0.731873	0.512573	0.134552
6716657535289208832	0.730194	0.510559	0.134552
6716657557687462912	0.730499	0.507904	0.134583
6716657579493012480	0.732025	0.511566	0.134613
6716657602337943552	0.730438	0.511688	0.134552
6716657624869341184	0.729828	0.510223	0.134674
6716657647147336704	0.729889	0.511383	0.134613
6716657670864146432	0.730896	0.508759	0.134888
6716657692248787968	0.730652	0.511902	0.134644
6716657715793799168	0.729858	0.509003	0.134949
6716657737784031232	0.730682	0.508942	0.134949
6716657760912431104	0.732208	0.509552	0.134735
6716657783057282048	0.732025	0.510223	0.134491
6716657805382521856	0.732452	0.512329	0.134705
6716657827901035520	0.732941	0.513519	0.134521
6716657850389484544	0.732269	0.511505	0.134674
6716657874269502464	0.73172	0.510254	0.134613
6716657896672052224	0.73053	0.511505	0.134644
6716657919443968000	0.731445	0.510254	0.13443
6716657941167912960	0.730896	0.512482	0.134674
6716657964072973312	0.731293	0.508179	0.134735
6716657986664501248	0.73056	0.511078	0.134583
6716658009552381952	0.734009	0.512756	0.134613
6716658032298528768	0.731476	0.511627	0.134766
6716658054576524288	0.731934	0.511627	0.134857
6716658076601116672	0.731934	0.513214	0.134735
6716658099566307328	0.731293	0.511047	0.134674
6716658122484252672	0.729279	0.506958	0.134644
6716658145226103808	0.730042	0.50766	0.134644
6716658167512689664	0.732208	0.512268	0.134644
6716658190529419264	0.732513	0.510895	0.134583
6716658213400120320	0.731934	0.512024	0.134644
6716658236743267328	0.732178	0.509918	0.134705
6716658258200924160	0.733673	0.513214	0.134552
6716658280921300992	0.730164	0.510803	0.134796
6716658303560073216	0.731323	0.511627	0.134796
6716658325962622976	0.73172	0.511292	0.134552
6716658348335108096	0.732849	0.51355	0.134308
6716658371141384192	0.73172	0.510101	0.134705
6716658393969135616	0.730896	0.511902	0.134613
6716658416676627456	0.731323	0.511261	0.134583
6716658438705514496	0.734619	0.513916	0.13446
6716658461821028352	0.731537	0.511414	0.134613
6716658484339542016	0.728973	0.508942	0.134644
6716658507914617856	0.731415	0.509918	0.134613
6716658529462468608	0.731781	0.511169	0.134583
6716658552797026304	0.73172	0.510071	0.134552
6716658574808733696	0.732086	0.510864	0.134521
6716658597460390912	0.731293	0.508209	0.134918
6716658620288142336	0.731018	0.510193	0.134674
6716658642609086464	0.732391	0.510284	0.134613
6716658665376708608	0.732666	0.510742	0.134583
6716658687667589120	0.734589	0.514282	0.13446
6716658710598419456	0.730713	0.507385	0.134796
6716658733035328512	0.7341	0.513702	0.134613
6716658755880259584	0.729248	0.507935	0.134552
6716658777720168448	0.72934	0.508057	0.134766
6716658800565099520	0.732117	0.511749	0.134644
