measurement_time	Y	X	Z
6716701939220915200	0.731354	0.510559	0.134491
6716701961211147264	0.732269	0.512115	0.134521
6716701984210697216	0.732574	0.51059	0.134613
6716702005960412160	0.733368	0.513794	0.134308
6716702028298536960	0.731415	0.511505	0.134613
6716702051585849344	0.731323	0.510742	0.134583
6716702074383536128	0.732971	0.511139	0.134705
6716702097189812224	0.732635	0.513855	0.134399
6716702119588066304	0.73349	0.513672	0.134247
6716702141960551424	0.732361	0.509888	0.134644
6716702164749647872	0.729218	0.508026	0.134583
6716702186907383808	0.731995	0.509918	0.134613
6716702209511796736	0.729584	0.507202	0.134583
6716702232193519616	0.73111	0.511047	0.134613
6716702255025565696	0.730865	0.507935	0.134613
6716702277380870144	0.729675	0.509125	0.134674
6716702300990305280	0.731049	0.511566	0.13443
6716702322959063040	0.730164	0.51062	0.134583
6716702345885598720	0.733398	0.513947	0.134369
6716702368859378688	0.731781	0.511047	0.134735
6716702391154553856	0.730194	0.512085	0.134674
6716702413831981056	0.730225	0.508301	0.134674
6716702436651142144	0.730499	0.512604	0.134552
6716702458714389504	0.730255	0.511566	0.134613
6716702481477715968	0.730011	0.512146	0.134521
6716702503794366464	0.732849	0.51474	0.13446
6716702526519037952	0.731964	0.513916	0.134399
6716702549604487168	0.730408	0.511475	0.134369
6716702571495936000	0.733856	0.514252	0.134491
6716702594229197824	0.730499	0.51059	0.134583
6716702616812135424	0.729797	0.506439	0.134552
6716702639386483712	0.732605	0.510071	0.134491
6716702664331654144	0.731049	0.509857	0.134552
6716702687262484480	0.73233	0.510406	0.134521
6716702709785292800	0.732391	0.511963	0.134583
6716702732402590720	0.730347	0.511322	0.13446
6716702754882449408	0.732697	0.513336	0.13446
6716702777972193280	0.730438	0.512665	0.134583
6716702800258779136	0.730225	0.511932	0.134521
6716702823223968768	0.73288	0.513885	0.13446
6716702845781137408	0.73114	0.51297	0.134613
6716702868604593152	0.730164	0.51123	0.13446
6716702891312084992	0.732147	0.510712	0.134491
6716702914393239552	0.729156	0.508759	0.134583
6716702937495868416	0.731354	0.51239	0.134552
6716702959881238528	0.732849	0.514038	0.134491
6716702981914420224	0.732361	0.511993	0.134338
6716703004643387392	0.731445	0.51123	0.134613
6716703027449663488	0.73114	0.510559	0.134613
6716703049654644736	0.730286	0.50882	0.134796
6716703072327777280	0.73288	0.514191	0.13443
6716703095894262784	0.729004	0.507019	0.134552
6716703118279631872	0.731171	0.509521	0.134796
6716703142005031936	0.729675	0.512451	0.134644
6716703163707501568	0.729248	0.511536	0.134583
6716703186445058048	0.729614	0.509979	0.134491
6716703208873377792	0.729156	0.509674	0.134674
6716703231190027264	0.73056	0.509369	0.134552
6716703254301246464	0.729401	0.509003	0.134491
6716703277773242368	0.730621	0.510345	0.13446
6716703299913799680	0.730774	0.509399	0.134827
6716703323351435264	0.733795	0.51474	0.134552
6716703346033158144	0.731689	0.511932	0.134552
6716703367851591680	0.731628	0.511963	0.134644
6716703390224076800	0.729248	0.507324	0.134827
6716703413232216064	0.729401	0.510468	0.13446
6716703436313370624	0.73111	0.510681	0.134583
6716703458161868800	0.730957	0.511597	0.13446
6716703481041160192	0.730957	0.511139	0.134583
6716703503645573120	0.731537	0.510925	0.134674
6716703526546338816	0.730927	0.511108	0.134552
6716703549288189952	0.727692	0.506683	0.134613
6716703571858243584	0.729797	0.510376	0.134674
6716703595012412416	0.729614	0.508942	0.134644
6716703617088543744	0.729797	0.508179	0.134827
6716703640032259072	0.731659	0.511597	0.134644
6716703663057579008	0.732025	0.512268	0.134705
6716703685069286400	0.729401	0.510956	0.13446
6716703708416729088	0.730377	0.511078	0.134674
6716703730909472768	0.730377	0.51062	0.13443
6716703753165992960	0.730591	0.510376	0.13443
6716703775727456256	0.729401	0.510254	0.134583
6716703798366228480	0.728516	0.509033	0.134644
6716703821090900992	0.73056	0.511566	0.134491
6716703843235751936	0.728943	0.507538	0.134674
6716703866110747648	0.730347	0.509583	0.134338
6716703888599196672	0.730591	0.511383	0.134521
6716703911667466240	0.729523	0.507751	0.134644
6716703933919691776	0.728546	0.507782	0.134552
6716703956193391616	0.728546	0.508301	0.134735
6716703978754854912	0.728302	0.509369	0.134735
6716704001312023552	0.729492	0.510223	0.134613
6716704024397472768	0.730804	0.511475	0.13446
6716704046593863680	0.728027	0.50824	0.134674
6716704069035067392	0.729523	0.508118	0.134705
6716704092064681984	0.731781	0.511627	0.134552
6716704114888138752	0.733673	0.514221	0.134338
6716704137148953600	0.732117	0.510986	0.134674
6716704159564388352	0.731079	0.510284	0.134644
6716704182108672000	0.728577	0.51062	0.134521
6716704204695904256	0.728943	0.509033	0.134644
6716704227480706048	0.729431	0.51123	0.134674
6716704250016399360	0.731598	0.512024	0.134552
6716704272595042304	0.728485	0.508148	0.134796
6716704295805045760	0.73056	0.509186	0.134674
6716704317773803520	0.730988	0.510742	0.134674
6716704340631619584	0.728546	0.509155	0.134857
6716704363201673216	0.730225	0.507507	0.134644
6716704385849035776	0.729126	0.507538	0.134705
6716704408676786176	0.730194	0.510925	0.13443
6716704430697083904	0.730194	0.510529	0.134491
6716704453602144256	0.732178	0.512878	0.134338
6716704475953154048	0.732056	0.510834	0.134613
6716704498841034752	0.73114	0.511841	0.134674
6716704521604361216	0.73172	0.511078	0.134613
6716704543598888960	0.730377	0.511627	0.134399
6716704566151761920	0.732971	0.51413	0.134399
6716704589065412608	0.731628	0.510651	0.134491
6716704611644055552	0.732239	0.51239	0.134735
6716704633509734400	0.731903	0.512665	0.134613
6716704655774844928	0.733154	0.513214	0.134338
6716704678439387136	0.728668	0.509949	0.134521
6716704701121110016	0.730438	0.510986	0.134583
6716704723545134080	0.730286	0.509247	0.134521
6716704746497438720	0.731293	0.511536	0.134521
6716704768732484608	0.732635	0.514618	0.134521
6716704791817933824	0.730988	0.511414	0.134674
6716704814336447488	0.730743	0.5112	0.134521
6716704836983810048	0.733063	0.512573	0.134338
6716704859321934848	0.731506	0.510925	0.134644
6716704882420269056	0.732178	0.510986	0.134613
6716704905338214400	0.731445	0.512054	0.134491
6716704927861022720	0.73175	0.510376	0.134613
6716704950401011712	0.72934	0.509644	0.134613
6716704973087029248	0.730225	0.51123	0.134521
6716704995850355712	0.728577	0.507477	0.134674
6716705018033861632	0.730225	0.510742	0.134644
6716705040676929536	0.730682	0.508759	0.134552
6716705063354356736	0.731171	0.507935	0.134613
6716705085705366528	0.730835	0.508636	0.134613
6716705108576067584	0.730713	0.509674	0.134583
6716705130901307392	0.729828	0.506866	0.134644
6716705153853612032	0.727631	0.507324	0.134674
6716705176092952576	0.731354	0.510559	0.134644
6716705198924998656	0.731781	0.511536	0.134613
6716705221752750080	0.731842	0.511292	0.134735
6716705244211134464	0.72995	0.508179	0.134888
6716705266656633856	0.731415	0.511749	0.134552
6716705289175146496	0.730164	0.511414	0.134399
6716705311839689728	0.72934	0.511261	0.13446
6716705334572951552	0.728729	0.508087	0.134705
6716705357641221120	0.731598	0.51239	0.134369
6716705379657223168	0.730865	0.510559	0.134491
6716705402313175040	0.730988	0.510529	0.134521
6716705424943357952	0.731171	0.511475	0.134521
6716705447436101632	0.733215	0.511353	0.13446
6716705470070579200	0.731384	0.512787	0.134491
6716705492726532096	0.73233	0.510651	0.134827
6716705514884268032	0.730804	0.510284	0.13446
6716705537355537408	0.733093	0.514008	0.134552
6716705560161813504	0.73056	0.510864	0.134552
6716705582328139776	0.731201	0.511108	0.13446
6716705605443653632	0.731659	0.51181	0.134613
6716705627421001728	0.730255	0.51181	0.134644
6716705650016824320	0.731934	0.5112	0.134521
6716705673377150976	0.731049	0.510284	0.134491
6716705695096801280	0.730469	0.508667	0.134583
6716705718019041280	0.732849	0.51413	0.13446
6716705740284151808	0.733185	0.512329	0.134583
6716705763172032512	0.733582	0.510223	0.134644
6716705785948243968	0.730682	0.510681	0.134705
6716705808685801472	0.73114	0.51181	0.134613
6716705830487055360	0.730865	0.510284	0.134613
6716705852829474816	0.729767	0.510071	0.134796
6716705875790369792	0.730316	0.512146	0.134552
6716705897694703616	0.731323	0.510315	0.134521
6716705920784447488	0.73288	0.513916	0.134583
6716705943122572288	0.732849	0.514343	0.134369
6716705965422043136	0.730194	0.511902	0.134521
6716705988284153856	0.731598	0.512299	0.134491
6716706010712472576	0.732513	0.514374	0.13446
6716706033359835136	0.731262	0.510742	0.13446
6716706055809629184	0.728821	0.508209	0.134735
6716706078697509888	0.732635	0.512543	0.13446
6716706101125829632	0.731537	0.511597	0.134369
6716706123927811072	0.731903	0.511078	0.134613
6716706147026145280	0.731201	0.510406	0.134674
6716706169222536192	0.732452	0.509674	0.134613
6716706191367387136	0.729034	0.510193	0.134613
6716706214452836352	0.731354	0.510468	0.134491
6716706236833910784	0.731537	0.510986	0.134491
6716706259047482368	0.730164	0.509918	0.134644
6716706282412103680	0.730133	0.510071	0.134338
6716706304681509888	0.730957	0.510742	0.134521
6716706327638109184	0.732849	0.512207	0.134583
6716706349675586560	0.731812	0.51181	0.134552
6716706372370194432	0.731567	0.511688	0.134552
6716706395008966656	0.733276	0.513397	0.134308
6716706417317026816	0.729919	0.50943	0.134613
6716706440325166080	0.729034	0.507538	0.134644
6716706462620342272	0.730865	0.509644	0.13443
6716706485323538432	0.731018	0.510468	0.134583
6716706507970900992	0.729919	0.509644	0.134766
6716706531168019456	0.731018	0.510773	0.134583
6716706553025107968	0.731018	0.507751	0.134674
6716706575599456256	0.731567	0.509155	0.13446
6716706598242524160	0.732605	0.513428	0.134369
6716706620632188928	0.733063	0.514954	0.13446
6716706643438465024	0.731415	0.511627	0.13443
6716706667150979072	0.728821	0.508484	0.134613
6716706688784730112	0.730377	0.510529	0.13443
6716706711341897728	0.730621	0.510864	0.134644
6716706734216893440	0.729675	0.509888	0.134613
6716706756791241728	0.730957	0.510132	0.13443
6716706779275396096	0.730286	0.510162	0.134583
6716706800733051904	0.731323	0.511017	0.13443
6716706823200026624	0.729736	0.510101	0.134521
6716706846014892032	0.730652	0.508911	0.134644
6716706868572060672	0.731537	0.510559	0.134369
6716706891391221760	0.730133	0.508545	0.134644
6716706913785181184	0.729553	0.51123	0.13443
6716706936681652224	0.729584	0.50708	0.134674
6716706959633956864	0.731812	0.510834	0.13443
6716706981491045376	0.730499	0.509796	0.134613
6716707004404696064	0.730194	0.508057	0.134766
6716707026875965440	0.730377	0.507751	0.134796
6716707048355096576	0.731384	0.512512	0.134613
6716707070152055808	0.730896	0.512054	0.134521
6716707093104360448	0.729248	0.510712	0.134583
6716707115124658176	0.731506	0.511322	0.134491
6716707138326071296	0.732574	0.514191	0.134583
6716707159650584576	0.731476	0.511536	0.134644
6716707182431090688	0.731812	0.512573	0.134399
6716707205237366784	0.730164	0.511108	0.13446
6716707228043643904	0.732513	0.512939	0.134308
6716707250489142272	0.729523	0.510468	0.134521
6716707273604656128	0.731537	0.512115	0.134308
6716707295972846592	0.729858	0.510773	0.134491
6716707318688927744	0.730865	0.5112	0.13443
6716707341087182848	0.731812	0.512115	0.134705
6716707363747430400	0.727875	0.5065	0.134552
6716707386034015232	0.730652	0.510773	0.13443
6716707409085105152	0.732391	0.513	0.134369
6716707431496244224	0.731995	0.511475	0.134491
6716707452941016064	0.730377	0.508362	0.134796
6716707475322090496	0.730347	0.510498	0.134644
6716707498158431232	0.730652	0.510895	0.134552
6716707520651174912	0.731384	0.510742	0.13446
6716707543268472832	0.731354	0.510406	0.134583
6716707565696792576	0.730682	0.511292	0.134521
6716707588142291968	0.728943	0.510559	0.134644
6716707610892733440	0.73172	0.513733	0.134338
6716707633389771776	0.746338	0.51297	0.134674
6716707656148803584	0.728271	0.506714	0.134613
6716707678465454080	0.73111	0.510498	0.13446
6716707701555197952	0.72937	0.510284	0.134491
6716707724202560512	0.732422	0.513855	0.134552
6716707746261512192	0.728851	0.510986	0.134521
6716707768728486912	0.730316	0.510925	0.134583
6716707791560532992	0.729248	0.511566	0.134491
6716707814285204480	0.731049	0.512604	0.13446
6716707836747883520	0.73114	0.513458	0.134491
6716707859773203456	0.728882	0.507416	0.134613
6716707882270241792	0.730225	0.514069	0.134399
6716707905433000960	0.731812	0.512817	0.134308
6716707928329470976	0.72934	0.509827	0.134583
6716707950242394112	0.731354	0.509979	0.13446
6716707972838217728	0.72995	0.510498	0.134705
6716707995674558464	0.729919	0.51059	0.134613
6716708019391368192	0.730164	0.51236	0.134674
6716708041317175296	0.729889	0.514282	0.134186
6716708064338200576	0.730194	0.511169	0.134583
6716708086062145536	0.72934	0.508545	0.134674
6716708109203429376	0.729584	0.511566	0.134674
6716708131502899200	0.733124	0.514069	0.134399
6716708154060066816	0.731354	0.512177	0.134644
6716708177012372480	0.731384	0.510651	0.134613
6716708199393446912	0.730713	0.511841	0.134583
6716708222341456896	0.731964	0.513916	0.134491
6716708245156323328	0.730072	0.510315	0.134491
6716708267258225664	0.730591	0.509064	0.134766
6716708289007939584	0.730286	0.510437	0.134521
6716708312011784192	0.731506	0.51062	0.134613
6716708334358499328	0.730896	0.510986	0.134521
6716708356907077632	0.731018	0.512848	0.134552
6716708379898037248	0.730316	0.51239	0.134613
6716708402678544384	0.729797	0.511169	0.134552
6716708425583604736	0.730194	0.510376	0.134613
6716708447419218944	0.729767	0.512268	0.134491
6716708470238380032	0.730804	0.511902	0.13446
6716708492928692224	0.729431	0.509308	0.134552
6716708515619004416	0.730438	0.510864	0.134705
6716708538975036416	0.729584	0.509521	0.134613
6716708561351816192	0.729553	0.510864	0.134583
6716708583917574144	0.731445	0.511963	0.13446
6716708606440382464	0.731262	0.511658	0.134674
6716708628452089856	0.731049	0.511292	0.134644
6716708650893294592	0.728943	0.51178	0.13446
6716708673725340672	0.730865	0.511597	0.134766
6716708696273918976	0.727692	0.507843	0.134674
6716708718517554176	0.73291	0.513428	0.13443
6716708741040362496	0.730743	0.510712	0.134552
6716708763979783168	0.728333	0.511414	0.134369
6716708786463936512	0.72821	0.507965	0.134613
6716708809076939776	0.729767	0.507812	0.134644
6716708831775842304	0.729523	0.510651	0.134613
6716708854629362688	0.731018	0.512299	0.134644
6716708876757033984	0.732025	0.513245	0.13443
6716708899378627584	0.730286	0.510834	0.134644
6716708921630853120	0.730438	0.511078	0.134583
6716708944183726080	0.730713	0.512848	0.13443
6716708967050131456	0.729034	0.509064	0.134613
6716708990011027456	0.730804	0.512024	0.134583
6716709012095749120	0.730316	0.510101	0.134399
6716709034403809280	0.730103	0.510895	0.134491
6716709057480668160	0.730133	0.509125	0.134644
6716709079801613312	0.731598	0.510071	0.134491
6716709102625069056	0.730713	0.510468	0.134705
6716709127230937088	0.730957	0.512543	0.13446
6716709149517521920	0.730804	0.513855	0.134399
6716709172620151808	0.730804	0.5112	0.13446
6716709194941096960	0.730713	0.509186	0.134552
6716709217459609600	0.730896	0.510376	0.134674
6716709240205756416	0.730286	0.512177	0.134491
6716709263505954816	0.730347	0.510193	0.13443
6716709285290029056	0.72998	0.511292	0.134521
6716709308452787200	0.730377	0.510345	0.134521
6716709330958415872	0.731323	0.51001	0.134613
6716709353820526592	0.731506	0.510376	0.134491
6716709375694794752	0.730194	0.50943	0.134521
6716709398492481536	0.732361	0.512329	0.134583
6716709421285872640	0.731659	0.512573	0.13443
6716709443559573504	0.731354	0.510803	0.134766
6716709466215526400	0.730804	0.51123	0.134491
6716709488905838592	0.730896	0.509583	0.134583
6716709511295502336	0.72937	0.509521	0.134613
6716709534213447680	0.727936	0.508575	0.134552
6716709557320372224	0.73172	0.511322	0.134613
6716709579224705024	0.729004	0.511261	0.134491
6716709601786168320	0.731445	0.510345	0.134552
6716709624278912000	0.728119	0.50827	0.134705
6716709646990699520	0.730072	0.510742	0.134613
6716709670144868352	0.730743	0.511566	0.134491
6716709692306898944	0.728455	0.50882	0.134705
6716709714791053312	0.730621	0.510803	0.134491
6716709737756242944	0.730835	0.511993	0.134521
6716709760051418112	0.730621	0.514404	0.134491
6716709782625766400	0.728943	0.51004	0.134613
6716709805174344704	0.728088	0.510925	0.134521
6716709826971303936	0.73056	0.512177	0.134583
6716709849622961152	0.732117	0.513092	0.134491
6716709872330454016	0.730804	0.513977	0.134491
6716709894844672000	0.731079	0.512177	0.13443
6716709917702488064	0.728912	0.507111	0.134766
6716709940074973184	0.731079	0.510071	0.134583
6716709962327198720	0.729553	0.511658	0.13446
6716709984965970944	0.729614	0.510529	0.134521
6716710007570383872	0.728912	0.50885	0.134583
6716710030441084928	0.728546	0.510712	0.134613
6716710052826454016	0.730011	0.510468	0.134521
6716710075482406912	0.729004	0.512146	0.134552
6716710098640870400	0.731384	0.514099	0.134369
6716710120308980736	0.730194	0.511261	0.134521
6716710143080896512	0.731232	0.511688	0.134583
6716710165547871232	0.730164	0.510406	0.134399
6716710188036319232	0.727448	0.506683	0.134705
6716710210679387136	0.729889	0.510834	0.134613
6716710233219375104	0.72995	0.510345	0.13446
6716710255862443008	0.728943	0.510315	0.134583
6716710278338007040	0.730408	0.512604	0.134644
6716710300843635712	0.73111	0.511749	0.13446
6716710323589782528	0.733002	0.514679	0.134399
6716710346301569024	0.730316	0.512543	0.13446
6716710368691233792	0.732025	0.512573	0.13443
6716710392399453184	0.730713	0.509918	0.134521
6716710414123398144	0.729034	0.509583	0.134613
6716710436869544960	0.729401	0.508698	0.134766
6716710459061641216	0.729401	0.506805	0.134705
6716710482005356544	0.729797	0.511749	0.134613
6716710503394293760	0.728546	0.510712	0.134705
6716710526724555776	0.731201	0.51236	0.134613
6716710548298176512	0.730957	0.511932	0.134583
6716710570949833728	0.730499	0.513336	0.134552
6716710593820534784	0.731659	0.513733	0.134369
6716710616274623488	0.730621	0.510437	0.13446
6716710639394433024	0.728699	0.508179	0.134552
6716710661625183232	0.73288	0.512238	0.134277
6716710683976193024	0.730072	0.511444	0.134491
6716710705403785216	0.730988	0.511322	0.134583
6716710727913708544	0.729309	0.508972	0.134766
6716710750299078656	0.726929	0.509003	0.134674
6716710772851951616	0.730103	0.510864	0.134613
6716710795830026240	0.730255	0.508942	0.134521
6716710818189626368	0.731293	0.512848	0.134613
6716710841047442432	0.730865	0.510895	0.134674
6716710863252423680	0.728851	0.508545	0.134766
6716710885289900032	0.730957	0.50946	0.13446
6716710906983780352	0.728973	0.510284	0.134491
6716710929871661056	0.729187	0.507172	0.134613
6716710952527612928	0.728851	0.511505	0.13446
6716710974925868032	0.72998	0.509857	0.134583
6716710997457266688	0.729828	0.511292	0.13443
6716711020315081728	0.732635	0.510406	0.13446
6716711042721926144	0.732727	0.512573	0.134583
6716711065553973248	0.731201	0.513916	0.134491
6716711087986586624	0.731415	0.510406	0.134674
6716711110913122304	0.732025	0.512573	0.134338
6716711133453110272	0.728699	0.507294	0.134735
6716711155653796864	0.729584	0.509918	0.134674
6716711178296864768	0.729156	0.508484	0.134613
6716711201451032576	0.730011	0.508789	0.134491
6716711224106985472	0.730988	0.511292	0.134491
6716711246904672256	0.728058	0.506683	0.134583
6716711269002278912	0.730286	0.510559	0.134583
6716711292053367808	0.728546	0.509033	0.134552
6716711315061508096	0.73114	0.511444	0.134583
6716711337098985472	0.730988	0.510986	0.13446
6716711360558096384	0.730377	0.510864	0.134491
6716711382844682240	0.731293	0.512115	0.134552
6716711405423325184	0.729279	0.511841	0.134644
6716711427959018496	0.731262	0.5112	0.134583
6716711451418129408	0.731171	0.5112	0.13446
6716711473236563968	0.729797	0.50943	0.134735
6716711495755076608	0.732147	0.512268	0.134644
6716711518488338432	0.731445	0.511139	0.13443
6716711541002557440	0.728973	0.508606	0.134583
6716711563770179584	0.731354	0.511169	0.134521
6716711586327347200	0.730133	0.510376	0.134552
6716711609125033984	0.731873	0.510559	0.134491
6716711632107403264	0.728943	0.508911	0.134735
6716711653981672448	0.729797	0.509277	0.134521
6716711677483732992	0.73233	0.514557	0.13443
6716711699083123712	0.730194	0.511505	0.134613
6716711722610954240	0.730927	0.512421	0.134705
6716711744738626560	0.73114	0.511597	0.134583
6716711767012326400	0.731628	0.512024	0.134644
6716711789818602496	0.728851	0.507263	0.134796
6716711812457375744	0.729736	0.508148	0.134766
6716711834649470976	0.730591	0.511993	0.134613
6716711857077790720	0.73114	0.511749	0.134521
6716711880073046016	0.730103	0.510254	0.134521
6716711901831350272	0.727203	0.507965	0.134644
6716711924521662464	0.731903	0.511078	0.134583
6716711947671535616	0.73053	0.510956	0.134521
6716711969524329472	0.733276	0.515015	0.13446
6716711992249000960	0.732056	0.512451	0.134369
6716712014711680000	0.730713	0.507782	0.134705
6716712038011878400	0.730042	0.51062	0.134735
6716712060332822528	0.731842	0.510986	0.134613
6716712082786912256	0.729706	0.511047	0.134735
6716712105490109440	0.73291	0.513367	0.134369
6716712128210486272	0.730164	0.507507	0.134735
6716712150535726080	0.729065	0.511169	0.134521
6716712172959750144	0.731812	0.512177	0.134583
6716712196049495040	0.730225	0.509857	0.134521
6716712218623842304	0.731049	0.509827	0.134552
6716712241039277056	0.729492	0.508423	0.134796
6716712263562085376	0.730988	0.509857	0.134674
6716712285913095168	0.731659	0.511902	0.134491
6716712309282012160	0.730133	0.507629	0.134705
6716712332144122880	0.730316	0.507812	0.134735
6716712353752103936	0.729462	0.512482	0.134552
6716712376476775424	0.731506	0.511078	0.134552
6716712399154202624	0.729401	0.51123	0.134521
6716712421621177344	0.728485	0.506622	0.134674
6716712444698036224	0.729645	0.509766	0.13443
6716712466881542144	0.73053	0.510315	0.13446
6716712489460185088	0.73053	0.511993	0.134583
6716712512416785408	0.732849	0.512512	0.134613
6716712534660421632	0.730377	0.510345	0.13446
6716712557698625536	0.73053	0.510773	0.134583
6716712579766167552	0.729858	0.511536	0.134766
6716712602288975872	0.731201	0.514496	0.134552
6716712625378720768	0.731262	0.510498	0.134583
6716712647923003392	0.730133	0.510223	0.134644
6716712670613315584	0.731873	0.512848	0.134583
6716712692818296832	0.729279	0.510925	0.134644
6716712714718334976	0.73056	0.508057	0.134583
6716712737374287872	0.730255	0.510529	0.13446
6716712759982995456	0.729584	0.509369	0.134521
6716712782037652480	0.730225	0.512451	0.134521
6716712805900490752	0.731476	0.510193	0.13443
6716712827770464256	0.728119	0.507019	0.134583
6716712850366286848	0.73114	0.511688	0.134369
6716712873249872896	0.72998	0.508911	0.134552
6716712895579408384	0.733429	0.51416	0.13446
6716712917896057856	0.729218	0.512482	0.134521
6716712940461815808	0.729401	0.513336	0.134491
6716712963680409600	0.731598	0.51062	0.134521
6716712986598354944	0.731415	0.513367	0.13446
6716713009365977088	0.729065	0.510895	0.134705
6716713031884489728	0.731781	0.512482	0.134552
6716713054093765632	0.730713	0.511139	0.134491
6716713076818438144	0.731873	0.511932	0.134491
6716713099611829248	0.730804	0.512848	0.134552
6716713121846875136	0.728149	0.509827	0.134613
6716713144593021952	0.731445	0.510071	0.134338
6716713167575392256	0.731873	0.51004	0.134613
6716713189801847808	0.730438	0.510773	0.134491
6716713212419145728	0.731354	0.510803	0.134399
6716713234808809472	0.730682	0.513428	0.134613
6716713257340208128	0.746765	0.515381	0.134491
6716713280137894912	0.729797	0.510956	0.134583
6716713302978531328	0.732666	0.512604	0.134491
6716713325651662848	0.731567	0.509613	0.134613
6716713347014830080	0.730499	0.512054	0.134583
6716713369477509120	0.731201	0.510803	0.134644
6716713392674627584	0.730865	0.510529	0.134583
6716713414329852928	0.730927	0.511993	0.134644
6716713437161899008	0.731079	0.510529	0.134583
6716713459469959168	0.729462	0.509735	0.134583
6716713482014242816	0.72876	0.509827	0.134491
6716713504528460800	0.729614	0.508423	0.13446
6716713527399161856	0.730347	0.511017	0.134521
6716713549372214272	0.73114	0.511841	0.134735
6716713572526383104	0.728851	0.507446	0.134705
6716713594980472832	0.730499	0.507538	0.134644
6716713617125323776	0.73175	0.510345	0.134583
6716713639880060928	0.73114	0.510651	0.134674
6716713662338444288	0.731293	0.512848	0.134521
6716713685067411456	0.730652	0.510162	0.134491
6716713707564449792	0.729279	0.507996	0.134613
6716713730478100480	0.731018	0.510712	0.134552
6716713753112578048	0.730591	0.508759	0.134766
6716713775592436736	0.729706	0.509796	0.134491
6716713798042230784	0.729553	0.507355	0.134613
6716713821222169600	0.731506	0.511169	0.134613
6716713843474395136	0.732544	0.512634	0.134583
6716713866465354752	0.730499	0.511688	0.134644
6716713888885084160	0.731354	0.510834	0.134674
6716713911863159808	0.732178	0.514557	0.134521
6716713934119680000	0.730377	0.512115	0.134552
6716713956934546432	0.731995	0.513489	0.134552
6716713980269104128	0.731384	0.51416	0.134491
6716714001838429184	0.729675	0.512177	0.13446
6716714024451432448	0.730499	0.510773	0.134644
6716714047463867392	0.730225	0.510437	0.134613
6716714069733272576	0.730774	0.511353	0.134521
6716714093076419584	0.730835	0.510254	0.134583
6716714114980753408	0.733215	0.514282	0.13446
6716714137902993408	0.730713	0.511749	0.134491
6716714160550355968	0.733917	0.514343	0.134369
6716714182867006464	0.731506	0.511475	0.134644
6716714205467123712	0.728607	0.509735	0.134399
6716714228513917952	0.73172	0.514313	0.13446
6716714251294425088	0.730408	0.51181	0.134552
6716714273439276032	0.733032	0.514862	0.13446
6716714295700091904	0.731842	0.512268	0.13446
6716714319116253184	0.728546	0.509583	0.134552
6716714341325529088	0.731262	0.511627	0.13446
6716714364054496256	0.729187	0.50824	0.134521
6716714386839298048	0.728668	0.508698	0.13446
6716714409241846784	0.732117	0.510406	0.134369
6716714432078188544	0.731659	0.514099	0.13443
6716714454519392256	0.734711	0.51413	0.13443
6716714476818863104	0.731506	0.511383	0.134644
6716714500230729728	0.731293	0.511169	0.134644
6716714522104997888	0.730499	0.512177	0.134552
6716714544584856576	0.728302	0.50769	0.134583
6716714567116255232	0.73056	0.510345	0.134552
6716714589617589248	0.729889	0.510254	0.134644
6716714613119649792	0.729004	0.509552	0.134552
6716714635178601472	0.728516	0.508179	0.134735
6716714657654165504	0.729858	0.510681	0.134613
6716714680241398784	0.730927	0.510376	0.134521
6716714703133574144	0.731689	0.510956	0.134552
6716714725591958528	0.730957	0.510406	0.134674
6716714748007392256	0.730042	0.510498	0.134521
6716714771668367360	0.730652	0.511536	0.13446
6716714793456736256	0.731171	0.511414	0.134521
6716714816735459328	0.732117	0.513	0.134399
6716714838768642048	0.732086	0.511108	0.134491
6716714861828321280	0.730957	0.510193	0.134644
6716714883865798656	0.729279	0.51059	0.134491
6716714906654895104	0.728821	0.510925	0.134644
6716714929431106560	0.73114	0.511383	0.134552
6716714951404158976	0.731384	0.510864	0.134583
6716714974253384704	0.729156	0.510742	0.134369
6716714997184215040	0.729523	0.511078	0.13446
6716715019479390208	0.73056	0.508636	0.134766
6716715042083803136	0.72879	0.511688	0.134644
6716715064649562112	0.732208	0.512329	0.134552
6716715087172370432	0.728973	0.512482	0.134491
6716715109965761536	0.729523	0.510742	0.134552
6716715132926656512	0.730682	0.51239	0.134521
6716715155256192000	0.730835	0.512756	0.134644
6716715178062468096	0.732208	0.511963	0.134338
6716715200898808832	0.730865	0.511444	0.134705
6716715223404437504	0.733215	0.512909	0.13443
6716715245695318016	0.729614	0.511108	0.134521
6716715268329795584	0.728851	0.510956	0.13446
6716715291355115520	0.730164	0.510376	0.134583
6716715313396887552	0.731201	0.508453	0.134583
6716715336409322496	0.731323	0.510681	0.134521
6716715359241368576	0.729156	0.511139	0.13446
6716715382086299648	0.732788	0.510773	0.134583
6716715404643468288	0.730347	0.513306	0.134338
6716715427320895488	0.729309	0.510986	0.134613
6716715449899538432	0.729401	0.510498	0.134369
6716715472272022528	0.730499	0.510895	0.134491
6716715495035348992	0.730957	0.512817	0.134796
6716715516286848000	0.730652	0.514008	0.134491
6716715539110303744	0.73053	0.511047	0.134613
6716715561981004800	0.733978	0.512604	0.134369
6716715584027071488	0.73233	0.51297	0.134644
6716715607116816384	0.732971	0.51413	0.134369
6716715629253076992	0.729858	0.51004	0.134613
6716715651831720960	0.728027	0.506256	0.134552
